slug_title,job_id,company_name,title,description,description_length,remote,url,city,region,country,created_at,created_date,created_year,created_month
senior go developer hamburg,81266,pflege.de | web care LBJ GmbH,(Senior) Go Developer (m/w/d),"Wen wir suchen:

Du besitzt praktische Erfahrung in der Softwareentwicklung und suchst nach einem Umfeld, in dem Du mit Deiner Erfahrung und Deinen Stärken die Entwicklung von intern genutzter Software, wie z.B. einer Standalone-Webanwendung, steuern kannst? Du suchst nach einer abwechslungsreichen Tätigkeit in der Du vielfältige Problemstellungen lösen kannst und möchtest gerne in einem Unternehmen anfangen, in dem Du nicht nur fachlich arbeitest, sondern auch einen gesellschaftlichen Beitrag leisten kannst? Dann bist Du bei uns genau richtig!

Was Dich erwartet:

• Konzeption und Entwicklung von intern genutzter Software, z.B. als Standalone-Webanwendung, Rest-APIs, Kubernetes-Operatoren

• Konzeption und Entwicklung einer API-basierten Middleware für die Anbindung von ERP, CRM, FiBu und SaaS-Produkten in Go und Kubernetes

• Unterstützung von Junior-Entwicklern durch Code-Reviews und Coaching

Was Du mitbringst:

• Mehrjährige praktische Erfahrung in der Web- und Softwareentwicklung (HTTP, REST-APIs)

• Erfolgreich abgeschlossenes Studium mit IT-Schwerpunkt wünschenswert

• Sehr gute Kenntnisse in der Anwendung von mindestens einer Programmiersprache, z.B. Java, PHP, Java-/Typescript

• Vorzugsweise Erfahrung in der Programmierung mit Go (oder Interesse Go zu lernen)

• Freude an Softwareentwicklung im Team und gemeinsame Code Reviews sowie die Motivation, in einem agilen Arbeitsumfeld zu arbeiten

• Idealerweise Berührungspunkte mit Event-Systemen (insb. NATS/Jetstream), Metriken und Distributed Tracing sowie der Salesforce Sales Cloud

• Analytisches Denkvermögen, Kreativität und Teamfähigkeit sowie eine selbstständige und effiziente Arbeitsweise

• Deutschkenntnisse (mindestens CEFR Niveau B2)

Was wir Dir bieten:

• Zukunftsfähige Branche: Gesellschaftlich relevantes Thema gepaart mit Einblicken in die Digitalisierung der Pflege.

• Top-Lage: Zentrales und barrierefreies Office in der Hamburger Hafencity.

• Work-Life-Balance: Flexible Arbeitszeiten sowie hybrides Arbeiten für die optimale Vereinbarkeit von Beruf und Familie.

• Umweltfreundliches Pendeln: Wir übernehmen das Deutschlandticket und bieten zusätzlich Fahrradleasing über JobRad an.

• Fit und entspannt: Gesundheitsförderung durch Fitness- und Massage-Zuschüsse.

• Zukunft sichern: Wir unterstützen mit betrieblicher Altersvorsorge für Deine Zukunft.

• Gemeinsam erleben: Regelmäßige Events wie Sommer- und Weihnachtsfeier, Happy Lunch und After Work.

Noch offene Fragen?

Dann melde Dich gerne per Mail an und lass uns drüber reden! Deine Ansprechpartnerin ist Kerrin Jacobsen.

Find more English Speaking Jobs in Germany on Arbeitnow",2646,0,https://www.arbeitnow.com/jobs/companies/pflegede-web-care-lbj-gmbh/senior-go-developer-hamburg-81266,Hamburg,unknown,unknown,2026-02-12 11:04:23,2026-02-12,2026,2
steuerfachangestellter steuerfachwirtin remote munich,373105,Skalar,Steuerfachangestellte:r / Steuerfachwirt:in (Remote),"Wir bauen mit dir die Steuerkanzlei der Zukunft - technologiegetrieben, wachstumsorientiert, mandantenfokussiert. Dafür suchen wir Verstärkung für unser Team, auch remote möglich!

Aufgaben

• Betreuung deiner Fibu-Mandanten mit Einsatz modernster Tools

• Mitgestalten im Alltag: Optimierungsideen einbringen, neue Tools testen, Prozesse aktiv mit dem Tech-Team weiterentwickeln

• Jahresabschlüsse und Steuererklärungen vorbereiten, immer unterstützt durch einen Berufsträger

• Neue Mandanten mit auswählen, die zu dir und uns passen. Einrichten der Neu-Mandanten mit smarten Onboarding-Lösungen.

Qualifikation

• Abgeschlossene Ausbildung zum/zur Steuerfachangestellten, Steuerfachwirt:in oder Bilanzbuchhalter:in, mit mindestens 2 Jahren Berufserfahrung in relevanten Feldern

• Sicheres Fibu-Fachwissen, Erfahrung in der eigenständigen Mandantenbetreuung

• Spaß an der Zusammenarbeit mit Mandanten und am Aufbau nachhaltiger Beziehungen

• Routinierter Umgang mit DATEV, hohe Offenheit innovative Lösungen zu testen und weiterzuentwickeln

• Unternehmerisches Denken, Interesse an digitalen Lösungen und Interesse, eine moderne Digitalkanzlei mitzugestalten

Benefits

• Voll Remote (im Home-Office): Wir haben zwar ein Büro im Herzen von München, aber durch unseren sehr digitalen Arbeitsansatz und -alltag kann auch voll remote aus dem Home-Office gearbeitet werden. Egal wo du also wohnst - bewirb dich gerne bei uns!

• Erfahrenes Gründerteam, steile Lernkurve: Lerne von einem erfahrenen Gründerteam aus Berufsträgern und anderen Fachexperten mit erfolgreicher unternehmerischer Historie

• Hohes Entwicklungspotential & Verantwortung: Du arbeitest selbstständig, bekommst Verantwortung ab Tag 1 und hast viele Aufstiegsmöglichkeiten im Rahmen der Expansion in eine Top-10 Kanzlei

• Kein Alt-System: Du arbeitest in einem Setup ohne Altlasten - moderne Tools, durchdachte Prozesse, kein ChaosKompetitives Gehaltspaket: Wir sind sehr gut finanziert und bieten dir ein attraktives Paket für Top-Leistung

Schreib uns gerne mit deinem Lebenslauf / LinkedIn-Link + optional ein paar Zeilen dazu, um dich kurz vorzustellen

Wir freuen uns auf ein Kennenlernen!",2169,1,https://www.arbeitnow.com/jobs/companies/skalar/steuerfachangestellter-steuerfachwirtin-remote-munich-373105,Munich,unknown,unknown,2026-02-12 11:04:23,2026-02-12,2026,2
werkstudentin social media fashion schmuck ismaning,78321,Aviano,Werkstudent:in Social Media (Fashion & Schmuck) (w/m/d),"Glanzstücke München • Hybrid (München & Remote)

Werde Teil einer aufstrebenden Schmuckmarke!

Du liebst Social Media, Trends und schönen Schmuck? Dann bist du bei uns genau richtig! Glanzstücke München steht für modernen, hochwertigen Schmuck mit Liebe zum Detail. Mit unserem Online-Shop und bekannten Partnern wie Zalando, About You und Douglas gehören wir zu den erfolgreichen Schmucklabels Deutschlands.

Zur Unterstützung unseres Marketing-Teams suchen wir ab sofort eine:n Werkstudent:in im Bereich Social Media (m/w/d), die/der Lust hat, unsere Marke mit kreativem Content und neuen Ideen weiter aufzubauen.

Aufgaben

Deine Aufgaben:

• Planung, Erstellung und Veröffentlichung von Content (Bilder, Reels, Stories, Videos) auf Instagram, TikTok und Facebook

• Texterstellung und visuelle Gestaltung für Posts und Kampagnen

• Community Management (Kommentare, Nachrichten, Interaktion mit der Community)

• Mitarbeit bei Kooperationen mit Influencern und Content Creators

• Unterstützung bei der Entwicklung von Social-Media-Kampagnen und Aktionen

• Beobachtung aktueller Trends, Auswertung von Social-Media-Kennzahlen

Qualifikation

Dein Profil:

• Eingeschriebene:r Student:in (Bachelor oder Master) im Bereich Marketing, Medien, Kommunikation oder ähnlichem

• Erste praktische Erfahrung im Social-Media-Bereich durch Werkstudentenjob, Praktikum oder Uni-Projekte

• Sicherer Umgang mit Canva, Photoshop oder ähnlichen Tools

• Kreativität, Gespür für Ästhetik, Sprache und digitale Trends

• Analytische Fähigkeiten, Teamgeist und eigenständige Arbeitsweise

• Sehr gute Deutschkenntnisse, gute Englischkenntnisse

Benefits

Wir bieten dir:

• Flexible Arbeitszeiten (ca. 15 Std./Woche, in Semesterferien auch mehr möglich)

• Teilweise remote arbeiten möglich

• Offenes, kreatives Team mit flachen Hierarchien

• Mitarbeiterrabatt auf unser gesamtes Sortiment

• Kostenloses Obst & Getränke im Büro

• Möglichkeit, eigene Ideen einzubringen und Verantwortung zu übernehmen

Start: ab sofort • Dauer: langfristige Zusammenarbeit gewünscht

Bei uns bist du von Anfang an per Du! Wenn du Lust hast, den Online-Auftritt einer wachsenden Lifestyle-Marke mitzugestalten, freuen wir uns auf deine deutsch-sprachige Bewerbung.

Find more English Speaking Jobs in Germany on Arbeitnow",2294,0,https://www.arbeitnow.com/jobs/companies/aviano/werkstudentin-social-media-fashion-schmuck-ismaning-78321,Ismaning,unknown,unknown,2026-02-12 11:04:22,2026-02-12,2026,2
content creator hamburg,328611,Edubini GmbH,Content Creator (m/w/d),"Du liebst es, vor der Kamera zu stehen und kreative Inhalte umzusetzen?

Als Content Creator bist du verantwortlich für das Abfilmen von Social-Media-Videos rund um unsere Produkte. Du bekommst von uns ein Skript, setzt die Szenen nach Vorgabe um und sprichst direkt in die Kamera. Kein Schnitt, keine Nachbearbeitung – dein Fokus liegt auf der authentischen Umsetzung vor der Kamera.

Wir sind ein junges und schnell wachsendes E-Commerce Scale Ups mit Sitz in Speicherstadt Hamburg. Unsere Mission ist es, Kinder mit innovativen Produkten für das lebenslange Lernen zu begeistern.

Bewirb dich jetzt und gestalte aktiv die Zukunft eines dynamischen Unternehmens mit!

Aufgaben

• Du filmst Szenen mit unseren Produkten auf Basis vorgegebener Skripte.

• Du trittst als authentisches Gesicht vor der Kamera auf und sprichst direkt zur Zielgruppe.

• Du setzt kreative Briefings um und bringst dabei deine eigene Energie mit ein.

Qualifikation

• Du hast ein Kind im Alter von 4 - 9 Jahren.

• Du hast Erfahrung vor der Kamera (z. B. Instagram, TikTok, YouTube).

• Du kannst Anleitungen und Skripte sicher und natürlich umsetzen.

• Du hast ein gutes Gespür für Auftreten, Sprache und Ausdruck.

• Du arbeitest verlässlich, strukturiert und eigenständig.

• Du bringst Energie, Begeisterung und eine positive Ausstrahlung mit.

Benefits

• Attraktive Vergütung & echte Aufstiegschancen – Leistung wird gesehen und außergewöhnlicher Einsatz auch außergewöhnlich belohnt.

• Karriere ohne Politik & Hierarchien – Kein langes Warten auf Beförderungen – wenn du wächst, wächst die Verantwortung mit dir.

• Flexibles Arbeiten, das zu dir passt – Remote, hybrid oder im Office – du entscheidest.

• Teamreisen & coole Offsites – Team-Events, Workations & eine Kultur, in der Leistung und Spaß zusammenpassen.

• Modernste Ausstattung – MacBook, höhenverstellbarer Schreibtisch & alles, was du für Höchstleistung brauchst.

• Modernes Office in der Speicherstadt Hamburg – Ein inspirierender Arbeitsplatz mit Blick auf die Elbphilharmonie im Herzen der Stadt.

Find more English Speaking Jobs in Germany on Arbeitnow",2112,1,https://www.arbeitnow.com/jobs/companies/edubini-gmbh/content-creator-hamburg-328611,Hamburg,unknown,unknown,2026-02-12 11:04:21,2026-02-12,2026,2
video editor hamburg,285269,Edubini GmbH,Video Editor (m/w/d),"Du liebst es, aus rohem Footage fesselnde Stories zu kreieren?

Als Video Editor:in bringst du unsere Marke visuell auf das nächste Level. Mit deinem Gespür für Storytelling, Schnitt und Timing verwandelst du Rohmaterial in virale Kurzvideos, mitreißende Behind-the-Scenes oder packende Produkt-Stories.

Wir sind ein junges und schnell wachsendes E-Commerce Scale Ups mit Sitz in Speicherstadt Hamburg. Unsere Mission ist es, Kinder mit innovativen Produkten für das lebenslange Lernen zu begeistern.

Bewirb dich jetzt und gestalte aktiv die Zukunft eines dynamischen Unternehmens mit!

Aufgaben

• Video Editing: Du schneidest Kurzvideos für Social Media sowie für unsere Werbeanzeigen.

• Briefing Creation: Du entwickelst gemeinsam mit unserem Creative Team Storyboards und Ideen für neue Formate.

Qualifikation

• Du hast mindestens 2 Jahre Erfahrung im Videoschnitt.

• Du arbeitest sicher mit Schnittprogrammen wie Adobe Premiere Pro oder Final Cut.

• Du hast ein gutes Gespür für Trends, Timing und visuelles Storytelling.

• Du arbeitest eigenständig, strukturiert und zuverlässig.

• Du bringst kreative Ideen ein, bist offen für Feedback und denkst lösungsorientiert.

Benefits

• Attraktive Vergütung & echte Aufstiegschancen – Leistung wird gesehen und außergewöhnlicher Einsatz auch außergewöhnlich belohnt.

• Karriere ohne Politik & Hierarchien – Kein langes Warten auf Beförderungen – wenn du wächst, wächst die Verantwortung mit dir.

• Flexibles Arbeiten, das zu dir passt – Remote, hybrid oder im Office – du entscheidest.

• Teamreisen & coole Offsites – Team-Events, Workations & eine Kultur, in der Leistung und Spaß zusammenpassen.

• Modernste Ausstattung – MacBook, höhenverstellbarer Schreibtisch & alles, was du für Höchstleistung brauchst.

• Modernes Office in der Speicherstadt Hamburg – Ein inspirierender Arbeitsplatz mit Blick auf die Elbphilharmonie im Herzen der Stadt.

Find more English Speaking Jobs in Germany on Arbeitnow",1965,1,https://www.arbeitnow.com/jobs/companies/edubini-gmbh/video-editor-hamburg-285269,Hamburg,unknown,unknown,2026-02-12 11:04:21,2026-02-12,2026,2
senior systemadministrator it infrastruktur hamburg,45027,MY Humancapital GmbH,Senior Systemadministrator (m/w/d) IT-Infrastruktur,"Im Auftrag unser Partnerunternehmen in Hamburg sucht Sie als Senior Systemadministrator (m/w/d) IT-Infrastruktur.

Aufgaben

• Als IT-Spezialist (m/w/d) im Bereich der IT-Infrastruktur stellen Sie den stabilen Betrieb moderner Enterprise-Storage-Lösungen sicher und entwickeln diese kontinuierlich weiter

• Zudem verantworten Sie die Konfiguration und Betreuung komplexer Netzwerkumgebungen inklusive VPN und Remote-Standorten

• Auch durch gezielte Automatisierung mit PowerShell optimieren Sie Prozesse und steigern die Effizienz der IT-Landschaft

• Darüber hinaus begleiten Sie interne Auditprozesse im Rahmen gängiger Sicherheitsstandards wie ISO 27001

• Ergänzend bringen Sie Ihr Know-how bei der technischen Anbindung und dem Aufbau neuer Standorte ein

Qualifikation

• Sie bringen eine Ausbildung im IT-Bereich, bspw. als Fachinformatiker (m/w/d) für Systemintegration, Systemadministrator (m/w/d), Fachinformatiker (m/w/d) für Digitale Vernetzung oder ein abgeschlossenes Studium im Informatikbereich mit

• Zudem verfügen Sie bereits über einschlägige Berufserfahrung, bspw. als IT-Systemadministrator (m/w/d), Netzwerkadministrator (m/w/d) oder IT-Infrastruktur Spezialist (m/w/d) mit

• Sie bringen fundierte Kenntnisse im Umgang mit Windows Servern, Linux Servern sowie VMWare oder vergleichbaren Visualisierungsumgebungen mit

• Strukturierte, selbstständige und lösungsorientierte Arbeitsweise zeichnet Sie aus

• Sichere Deutschkenntnisse sowie Erfahrung im Umgang mit Firewalls,VPN-Lösungen und Kenntnisse in Switching und Routing runden Ihr Profil ab

Benefits

• Work-Life-Balance: Freuen Sie sich auf flexible Arbeitszeiten mit anteiliger Homeoffice-Möglichkeit

• Sicherheit: Kaum ein Arbeitgeber bietet eine derartige Sicherheit wie der Öffentliche Dienst

• Vielseitigkeit: Freuen Sie sich auf spannende und abwechslungsreiche Tätigkeiten in einem dynamischen Umfeld

• Onboarding: Ihre erfahrenen Kollegen stehen Ihnen während der Einarbeitung mit Rat und Tat zur Seite

• Weiterentwicklung: Freuen Sie sich auf zahlreiche Weiterbildungs- und Entwicklungsmöglichkeiten

Sie finden das Stellenprofil interessant? Dann freuen wir uns auf Ihre Bewerbung. Senden Sie uns Ihre Unterlagen. Für Rückfragen steht Ihnen Simon Schneider gerne unter 089 954 287 111 zur Verfügung.

Find more English Speaking Jobs in Germany on Arbeitnow",2353,0,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/senior-systemadministrator-it-infrastruktur-hamburg-45027,Hamburg,unknown,unknown,2026-02-12 11:04:20,2026-02-12,2026,2
elektroniker fur brandschutz sicherheitstechnik witten,127092,A. Silva Brandschutz- und Sicherheitstechnik GmbH,Elektroniker für Brandschutz- & Sicherheitstechnik (m/w/d),"Du hast ein Händchen für Technik – und willst, dass Deine Arbeit wirklich Sinn macht? Dann komm zu SILVA Brandschutz und Sicherheitstechnik GmbH – Deinem neuen Arbeitgeber, bei dem Sicherheit an erster Stelle steht!

Für unseren Standort in Witten suchen wir einen Elektroniker für Brandschutz- & Sicherheitstechnik (m/w/d).

Aufgaben

• Installation, Programmierung und Inbetriebnahme von sicherheitstechnischen Systemen (Brandmelde- und Einbruchmeldeanlagen sowie Videoanlagen)

• Selbstständige Erledigung eigener Projekte und Serviceaufträge

• Wartung und Inspektion sowie Störungssuche und Behebung

• Ansprechpartner für unsere Kunden direkt vor Ort und Übernahme von Beratungen

• Digitale Dokumentation per Tablet

• Regelmäßiger Austausch im Team für kontinuierliche Weiterbildung und kollegialer Unterstützung

Qualifikation

• Wir suchen Menschen, die mit Engagement, Verstand und Handwerk überzeugen – idealerweise mit einer abgeschlossenen Ausbildung als Elektroniker für Energie- und Gebäudetechnik oder Gebäudesystemintegration (m/w/d) oder eine vergleichbare Qualifikation im elektrotechnischen Bereich

• Berufserfahrung als Servicetechniker oder Monteur wünschenswert

• Kenntnisse in passiver Netzwerkinfrastruktur und Sicherheitstechnik (BMA / EMA) von Vorteil

• Bereitschaft zur Weiterbildung im Bereich Sicherheitstechnik

• Selbständige und verantwortungsbewusste Arbeitsweise

• Hohes Maß an Zuverlässigkeit, Flexibilität und Einsatzbereitschaft

• Führerschein Klasse B erforderlich

Benefits

• 30 Tage Urlaub – weil Erholung wichtig ist

• 38,5-Stunden-Woche mit geregelten Arbeitszeiten: Montag bis Donnerstag von 07:30 bis 16:00 Uhr, freitags nur bis 14:30 Uhr

• Attraktives Gehaltspaket: Fixum plus leistungsabhängige Provision

• Moderner Servicewagen (Sprintergröße) mit integrierter Werkstatt, Licht und Standheizung – für wetterunabhängiges Arbeiten

• Erstklassiges Werkzeug und Arbeitskleidung – Qualität von Hilti und funktionale Ausstattung

• Regionale Einsätze im Ruhrgebiet – wohnortnah, ohne weite Anfahrten oder Hotelübernachtungen

• Digitalisierung und Flexibilität: Mit dem Servicewagen bequem direkt von zuhause starten, denn die Aufträge kommen via App auf das Tablet / Smartphone

• Familiäre Arbeitsatmosphäre mit Du-Kultur

• Gemeinsam mehr erleben – mit regelmäßigen Teamevents und alle zwei Jahre einem mehrtägigen Betriebsausflug (z. B. 4-tägige Bootstour)

Klingt nach Deiner Zukunft?

Du willst Verantwortung übernehmen und aktiv zur Sicherheit unserer Kunden beitragen? Dann bist Du bei uns genau richtig! Werde Teil unseres Teams und starte eine Karriere, die Sinn macht. Schick uns Deine Bewerbungsunterlagen zu.",2674,0,https://www.arbeitnow.com/jobs/companies/a-silva-brandschutz-und-sicherheitstechnik-gmbh/elektroniker-fur-brandschutz-sicherheitstechnik-witten-127092,Witten,unknown,unknown,2026-02-12 11:04:20,2026-02-12,2026,2
copywriter creative strategist hamburg,418052,Edubini GmbH,Copywriter / Creative Strategist (m/w/d),"Du liebst Direct Response Marketing und möchtest Creatives kreieren, die 25+ Millionen Menschen erreichen?

Als Creative Strategist (m/w/d) bist du der kreative Kopf in unserem Growth-Team. Dein Ziel ist es, den Creative Output und die Qualität unserer Ads massiv zu erhöhen, um am laufenden Band „Winning Creatives“ für unsere Meta-Kampagnen zu generieren.

Wir sind ein junges und schnell wachsendes E-Commerce Scale Up mit Sitz in der Speicherstadt Hamburg. Unsere Mission ist es, Kinder mit innovativen Produkten für das lebenslange Lernen zu begeistern und das Leben von Millionen Familien liebevoller und bunter zu gestalten.

Bewirb dich jetzt und gestalte aktiv die Zukunft eines dynamischen Unternehmens mit!

Aufgaben

• Direct Response Copywriting: Du verfasst psychologisch optimierte Werbetexte, die unsere Zielgruppe emotional abholen und zum Kauf aktivieren.

• Briefing & Skripterstellung: Du erstellst präzise visuelle Briefings und Skripte für unsere Content Creator und Editoren.

• Creative Performance Analyse: Du analysierst die Ads Performance und entwickelst basierend darauf neue Winning Creatives.

Qualifikation

• Du kannst dich tief in unsere Zielgruppe hineinversetzen und deren Bedürfnisse in überzeugende Ad-Konzepte übersetzen.

• Du bringst mindestens 3+ Jahre Erfahrung im Copywriting mit und warst idealerweise bereits bei einer 8-figure E-Commerce Brand tätig.

• Du misst deine kreativen Ideen konsequent an harten Daten und suchst ständig nach dem nächsten „Winning Creative“.

• Du besitzt ein hohes Maß an Eigenorganisation, um einen konstanten Output an hochwertigen Briefings sicherzustellen.

Benefits

• Attraktive Vergütung & echte Aufstiegschancen – Leistung wird gesehen und außergewöhnlicher Einsatz auch außergewöhnlich belohnt.

• Karriere ohne Politik & Hierarchien – Kein langes Warten auf Beförderungen – wenn du wächst, wächst die Verantwortung mit dir.

• Flexibles Arbeiten, das zu dir passt – Remote, hybrid oder im Office – du entscheidest.

• Teamreisen & coole Offsites – Team-Events, Workations & eine Kultur, in der Leistung und Spaß zusammenpassen.

• Modernste Ausstattung – MacBook, höhenverstellbarer Schreibtisch & alles, was du für Höchstleistung brauchst.

• Modernes Office in der Speicherstadt Hamburg – Ein inspirierender Arbeitsplatz mit Blick auf die Elbphilharmonie im Herzen der Stadt.

Find more English Speaking Jobs in Germany on Arbeitnow",2419,1,https://www.arbeitnow.com/jobs/companies/edubini-gmbh/copywriter-creative-strategist-hamburg-418052,Hamburg,unknown,unknown,2026-02-12 11:04:19,2026-02-12,2026,2
full stack engineer munich,335579,Poke & Wiggle,Full-Stack Engineer - Munich,"We’re looking for a full-stack engineer who wants to own real systems, ship fast, and help shape the foundation of a product that touches both the physical and digital world. If you thrive in high-velocity environments and love solving hard problems with a small, world-class team - let’s talk.

Tasks

You’ll thrive here if you are:

• Intrinsically driven. You don’t wait for instructions - you chase clarity, ask sharp questions, and push projects over the finish line.

• Comfortable with full ownership. From design → architecture → implementation → deployment. You break things down, ship, iterate, and keep going.

• User-obsessed. You enjoy staying close to users, debugging in real time, and turning feedback into better systems.

• Calm under pressure. When things break (they will), you move fast without losing your head.

Requirements

Your technical foundation:

You don’t need every bullet - but solid strength in several of these is what we’re looking for:

Frontend

• Modern JavaScript/TypeScript

• Component-driven UIs and clean UX thinking

Backend

• Rust, Python, or C++ (bonus if you enjoy low-level performance work)

• gRPC and well-designed service boundaries

Tooling & Infrastructure

• Build systems: Bazel, Buck, Nix

• CI/CD: GitHub Actions, GitLab CI/CD

• Deploying to Kubernetes (dev/staging/prod), familiar with Tilt, ArgoCD, Flux, Omni, Rancher

• Monitoring / observability: Datadog, Honeycomb

Bonus points if you bring:

• Built or shipped VR experiences, familiar with WebXR / OpenXR

• Experience with robots or ROS 2

• Comfort with WebRTC and high-performance real-time systems

Why this role matters

You’ll be one of the engineers who define our architecture, velocity, and culture. The systems you build will be used daily, at scale, by real operators and real robots. Your work will have immediate impact, and you’ll see the results instantly.

If you want a place where speed, ownership, and technical excellence truly matter - you’ll feel at home.

Find more English Speaking Jobs in Germany on Arbeitnow",2054,0,https://www.arbeitnow.com/jobs/companies/poke-wiggle/full-stack-engineer-munich-335579,Munich,unknown,unknown,2026-02-12 11:04:18,2026-02-12,2026,2
customer service agent hamburg,150894,pflege.de | web care LBJ GmbH,Customer Service Agent (m/w/d),"Wen wir suchen:

Ob Kundenservice-Mitarbeiter:in, Customer Service Agent, Customer Support, Sachbearbeiter:in Customer Care oder Quereinsteiger:in - Titel sind geduldig. Uns interessiert, was du bewegst.

In unserer Abteilung Operations & Customer Solutions sorgen wir dafür, dass die curabox Pflege zuverlässig bei den Menschen ankommt, die sie brauchen. Dafür suchen wir Menschen, die klassischen Kundenservice souverän beherrschen und Lust haben, gleichzeitig Verantwortung für ein eigenes fachliches Thema zu übernehmen.

Was Dich erwartet:

• Kurz gesagt: Du verbindest klassischen Kundenservice mit fachlicher Verantwortung und echtem Gestaltungsspielraum.

• Du arbeitest nah am Kunden und entwickelst dein Thema kontinuierlich weiter.

• Du sicherst Qualität und unterstützt das Team aktiv dabei, besser zu werden.

• Du bringst die Kundenservice-Perspektive gezielt in bereichsübergreifende Abstimmungen ein, z. B. an der Schnittstelle zur digitalen Produkt- und Prozessentwicklung.

• Du machst Anforderungen aus dem Arbeitsalltag sichtbar, gestaltest Lösungen mit, optimierst Prozesse und treibst Verbesserungen voran.

• Du verantwortest den Wissenstransfer zu deinem Thema, bereitest Prozesse und Handlungsanweisungen strukturiert auf und pflegst unsere Wissensdatenbank, damit Wissen im Team wirksam genutzt wird.

Was Du mitbringst:

• Mehrjährige kaufmännische Erfahrung

• Eine strukturierte, zuverlässige Arbeitsweise und der Anspruch, nicht nur abzuarbeiten, sondern Zusammenhänge zu verstehen und Dinge nachhaltig zu verbessern

• Freude daran, Verantwortung für ein fachliches Thema zu übernehmen, Wissen weiterzugeben und aktiv an der Weiterentwicklung unseres Kundenservice mitzuwirken

• Sehr gute Deutschkenntnisse und die Fähigkeit, Sachverhalte klar und verständlich zu formulieren

• Teamgeist, Freundlichkeit und eine pragmatische „Ich-pack-das-an“-Haltung

• Sicherer Umgang mit dem PC und gängigen Tools wie Outlook und Word, Erfahrung mit einem CRM-System (z.B. Salesforce) ist ein Plus

Was wir Dir bieten:

• Einen guten Start: Strukturiertes Onboarding und kollegiale Unterstützung

• Sinnvolle Arbeit: Du arbeitest an einem gesellschaftlich relevanten Thema

• Flexible Arbeitszeiten und hybrides Arbeiten

• Attraktiver Standort: Zentrales Office in der Hamburger HafenCity mit guter Anbindung und echtem Wohlfühlfaktor.

• Mobil & nachhaltig unterwegs: Wir übernehmen das Deutschlandticket und bieten Fahrradleasing über JobRad an.

• Gesundheit & Wohlbefinden: Zuschüsse für Fitness und Massagen sowie regelmäßige Angebote wie Yoga oder andere Gesundheitsformate.

• Team & Kultur: Ein wertschätzendes Miteinander, kurze Wege, direkter Austausch und gemeinsame Momente – vom Frühstück bis zum Afterwork.

• Extras: Betriebliche Altersvorsorge, Corporate Benefits und weitere Angebote, die dich im Alltag unterstützen.

Noch offene Fragen?

Dann melde Dich gerne telefonisch oder per Mail an <a ---------- und lass uns drüber reden! Deine Ansprechpartnerin ist Kerrin Jacobsen.

Find more English Speaking Jobs in Germany on Arbeitnow",3072,0,https://www.arbeitnow.com/jobs/companies/pflegede-web-care-lbj-gmbh/customer-service-agent-hamburg-150894,Hamburg,unknown,unknown,2026-02-12 11:04:17,2026-02-12,2026,2
